precinct,election_id,election_name,contest_id,contest_party,concest_title,choice_id,choice_name,choice_party,choice_type,total_votes
10374.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5310.0,JILL STEIN CHERI HONKALA,GRN,C,4.0
10374.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5311.0,MITT ROMNEY PAUL RYAN,REP,C,316.0
10374.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5312.0,GARY JOHNSON JAMES P. GRAY,LIB,C,9.0
10374.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5313.0,THOMAS HOEFLING ROBERT ORNELAS,AI,C,0.0
10374.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5834.0,STEWART ALEXANDER,,W,0.0
10374.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5835.0,"ROSS C. ""ROCKY"" ANDERSON",,W,0.0
10374.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5836.0,STEPHEN DURHAM,,W,0.0
10374.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5837.0,VIRGIL GOODE,,W,0.0
10374.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5838.0,JAMES HARRIS,,W,0.0
10374.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5839.0,RON PAUL,,W,0.0
10374.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5840.0,"SHEILA ""SAMM"" TITTLE",,W,0.0
10374.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5841.0,JERRY WHITE,,W,0.0
10374.0,27,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5314.0,DIANNE FEINSTEIN,,C,450.0
10374.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5315.0,ELIZABETH EMKEN,,C,306.0
10374.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5322.0,LORETTA SANCHEZ,,C,463.0
10376.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5323.0,JERRY HAYDEN,,C,291.0
10376.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5330.0,GREG DIAMOND,,C,404.0
10376.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5331.0,"ROBERT ""BOB"" HUFF",,C,317.0
10376.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5336.0,SHARON QUIRK-SILVA,,C,403.0
10376.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5337.0,CHRIS NORBY,,C,320.0
10379.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5413.0,GERALD C. ADAMS,,C,197.0
10379.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5414.0,BRIAN O'NEAL,,C,280.0
10379.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5415.0,KATHERINE H. SMITH,,C,359.0
10379.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5416.0,"THOMAS ""HOAGY"" HOLGUIN",,C,248.0
10379.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5417.0,ANNEMARIE RANDLE-TREJO,,C,306.0
10379.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5418.0,VERNON F. BECKETT,,C,177.0
10379.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5419.0,THOMAS PETERS,,C,137.0
10379.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5431.0,JERRY SILVERMAN,,C,205.0
10379.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5432.0,JOHN SANTOIANNI,,C,135.0
10379.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5433.0,JAMES DEREK VANDERBILT,,C,257.0
10379.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5434.0,BOB GARDNER,,C,337.0
10379.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5435.0,AL JABBAR,,C,172.0
10380.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5472.0,BRIAN NEIL CHUCHUA,,C,82.0
10380.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5473.0,LUCILLE KRING,,C,208.0
10380.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5474.0,"RODOLFO ""RUDY"" GAONA",,C,56.0
10380.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5475.0,JENNIFER RIVERA,,C,121.0
10380.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5476.0,DUANE ROBERTS,,C,56.0
10380.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5477.0,LINDA LINDER,,C,122.0
10380.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5478.0,STEVEN ALBERT CHAVEZ LODGE,,C,96.0
10380.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5479.0,JOHN LEOS,,C,181.0
10380.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5480.0,JORDAN BRANDMAN,,C,241.0
10380.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5767.0,Yes,,C,385.0
10380.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5768.0,No,,C,377.0
10380.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5769.0,Yes,,C,304.0
10380.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5770.0,No,,C,410.0
10380.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5771.0,Yes,,C,376.0
10382.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5772.0,No,,C,380.0
10382.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5773.0,Yes,,C,421.0
10382.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5774.0,No,,C,325.0
10382.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5775.0,Yes,,C,314.0
10382.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5776.0,No,,C,437.0
10382.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5777.0,Yes,,C,639.0
10383.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5778.0,No,,C,104.0
10383.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5779.0,Yes,,C,479.0
10383.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5780.0,No,,C,258.0
10383.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5781.0,Yes,,C,368.0
10383.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5782.0,No,,C,380.0
10383.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5783.0,Yes,,C,240.0
10383.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5784.0,No,,C,503.0
10383.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5785.0,Yes,,C,476.0
10383.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5786.0,No,,C,258.0
10383.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5787.0,Yes,,C,521.0
10383.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5788.0,No,,C,196.0
10383.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5308.0,ROSEANNE BARR CINDY SHEEHAN,P-F,C,5.0
10383.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5309.0,BARACK OBAMA JOSEPH BIDEN,DEM,C,325.0
10383.0,27,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5310.0,JILL STEIN CHERI HONKALA,GRN,C,2.0
10384.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5311.0,MITT ROMNEY PAUL RYAN,REP,C,212.0
10384.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5312.0,GARY JOHNSON JAMES P. GRAY,LIB,C,3.0
10384.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5313.0,THOMAS HOEFLING ROBERT ORNELAS,AI,C,3.0
10384.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5834.0,STEWART ALEXANDER,,W,0.0
10384.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5835.0,"ROSS C. ""ROCKY"" ANDERSON",,W,0.0
10384.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5836.0,STEPHEN DURHAM,,W,0.0
10388.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5837.0,VIRGIL GOODE,,W,0.0
10388.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5838.0,JAMES HARRIS,,W,0.0
10388.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5839.0,RON PAUL,,W,1.0
10388.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5840.0,"SHEILA ""SAMM"" TITTLE",,W,0.0
10388.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5841.0,JERRY WHITE,,W,0.0
10388.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5314.0,DIANNE FEINSTEIN,,C,339.0
10388.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5315.0,ELIZABETH EMKEN,,C,194.0
10388.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5322.0,LORETTA SANCHEZ,,C,338.0
10388.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5323.0,JERRY HAYDEN,,C,191.0
10388.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5330.0,GREG DIAMOND,,C,301.0
10388.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5331.0,"ROBERT ""BOB"" HUFF",,C,206.0
10388.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5336.0,SHARON QUIRK-SILVA,,C,295.0
10388.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5337.0,CHRIS NORBY,,C,213.0
10388.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5413.0,GERALD C. ADAMS,,C,137.0
10392.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5414.0,BRIAN O'NEAL,,C,227.0
10392.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5415.0,KATHERINE H. SMITH,,C,244.0
10392.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5416.0,"THOMAS ""HOAGY"" HOLGUIN",,C,164.0
10392.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5417.0,ANNEMARIE RANDLE-TREJO,,C,241.0
10392.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5418.0,VERNON F. BECKETT,,C,117.0
10601.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5419.0,THOMAS PETERS,,C,79.0
10701.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5431.0,JERRY SILVERMAN,,C,141.0
10701.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5432.0,JOHN SANTOIANNI,,C,77.0
10701.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5433.0,JAMES DEREK VANDERBILT,,C,197.0
10800.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5434.0,BOB GARDNER,,C,234.0
10800.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1518.0,,ANAHEIM CITY SCHOOL DISTRICT Governing Board Member,5435.0,AL JABBAR,,C,101.0
10801.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5472.0,BRIAN NEIL CHUCHUA,,C,47.0
10801.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5473.0,LUCILLE KRING,,C,168.0
10901.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5474.0,"RODOLFO ""RUDY"" GAONA",,C,51.0
11041.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5475.0,JENNIFER RIVERA,,C,101.0
11041.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5476.0,DUANE ROBERTS,,C,40.0
11041.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5477.0,LINDA LINDER,,C,100.0
11041.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5478.0,STEVEN ALBERT CHAVEZ LODGE,,C,69.0
11041.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5479.0,JOHN LEOS,,C,91.0
11041.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1529.0,,"CITY OF ANAHEIM Member, City Council",5480.0,JORDAN BRANDMAN,,C,174.0
11041.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5767.0,Yes,,C,264.0
11041.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1600.0,,30-TEMPORARY TAXES TO FUND EDUCATION.  GUARANTEED LOCAL PUBLIC SAFETY FUNDING.,5768.0,No,,C,265.0
11041.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5769.0,Yes,,C,215.0
11041.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1601.0,,31-STATE BUDGET.  STATE AND LOCAL GOVERNMENT.,5770.0,No,,C,295.0
11041.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5771.0,Yes,,C,259.0
11041.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1602.0,,32-POLITICAL CONTRIBUTIONS BY PAYROLL DEDUCTION.  CONTRIBUTIONS TO CANDIDATES.,5772.0,No,,C,261.0
11041.0,27,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5773.0,Yes,,C,275.0
11041.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1603.0,,33-AUTO INSURANCE COMPANIES.  PRICES BASED ON DRIVER'S HISTORY OF INSURANCE COVERAGE. ,5774.0,No,,C,247.0
11043.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5775.0,Yes,,C,223.0
11043.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1604.0,,34-DEATH PENALTY.,5776.0,No,,C,300.0
11043.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5777.0,Yes,,C,426.0
11043.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1605.0,,35-HUMAN TRAFFICKING.  PENALTIES.,5778.0,No,,C,92.0
11043.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5779.0,Yes,,C,344.0
11043.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1606.0,,36-THREE STRIKES LAW.  REPEAT FELONY OFFENDERS.  PENALTIES.,5780.0,No,,C,176.0
11043.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5781.0,Yes,,C,264.0
11043.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1607.0,,37-GENETICALLY ENGINEERED FOODS.  LABELING.,5782.0,No,,C,262.0
11043.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5783.0,Yes,,C,173.0
11043.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1608.0,,38-TAX TO FUND EDUCATION AND EARLY CHILDHOOD PROGRAMS.,5784.0,No,,C,352.0
11043.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5785.0,Yes,,C,304.0
11043.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1609.0,,39-TAX TREATMENT FOR MULTISTATE BUSINESSES.  CLEAN ENERGY AND ENERGY EFFICIENCY FUNDING.,5786.0,No,,C,211.0
11043.0,27,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5787.0,Yes,,C,347.0
11043.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1610.0,,40-REDISTRICTING.  STATE SENATE DISTRICTS.,5788.0,No,,C,163.0
11043.0,29,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5308.0,ROSEANNE BARR CINDY SHEEHAN,P-F,C,2.0
11075.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5309.0,BARACK OBAMA JOSEPH BIDEN,DEM,C,323.0
11075.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5310.0,JILL STEIN CHERI HONKALA,GRN,C,2.0
11075.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5311.0,MITT ROMNEY PAUL RYAN,REP,C,302.0
11075.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5312.0,GARY JOHNSON JAMES P. GRAY,LIB,C,7.0
11075.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5313.0,THOMAS HOEFLING ROBERT ORNELAS,AI,C,9.0
11075.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5834.0,STEWART ALEXANDER,,W,0.0
11075.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5835.0,"ROSS C. ""ROCKY"" ANDERSON",,W,0.0
11075.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5836.0,STEPHEN DURHAM,,W,0.0
11075.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5837.0,VIRGIL GOODE,,W,0.0
11075.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5838.0,JAMES HARRIS,,W,0.0
11075.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5839.0,RON PAUL,,W,2.0
11075.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5840.0,"SHEILA ""SAMM"" TITTLE",,W,0.0
11075.0,27,"November 6, 2012 Presidential General Election Statement of Votes",1477.0,,PRESIDENT AND VICE PRESIDENT,5841.0,JERRY WHITE,,W,0.0
11075.0,28,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5314.0,DIANNE FEINSTEIN,,C,327.0
11351.0,1,"November 6, 2012 Presidential General Election Statement of Votes",1478.0,,UNITED STATES SENATOR,5315.0,ELIZABETH EMKEN,,C,295.0
11351.0,5,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5322.0,LORETTA SANCHEZ,,C,334.0
11351.0,6,"November 6, 2012 Presidential General Election Statement of Votes",1482.0,,UNITED STATES REPRESENTATIVE 46th District,5323.0,JERRY HAYDEN,,C,286.0
11351.0,7,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5330.0,GREG DIAMOND,,C,281.0
11351.0,8,"November 6, 2012 Presidential General Election Statement of Votes",1486.0,,STATE SENATOR 29th District,5331.0,"ROBERT ""BOB"" HUFF",,C,310.0
11351.0,9,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5336.0,SHARON QUIRK-SILVA,,C,280.0
11351.0,12,"November 6, 2012 Presidential General Election Statement of Votes",1489.0,,MEMBER OF THE STATE ASSEMBLY 65th District,5337.0,CHRIS NORBY,,C,313.0
11351.0,16,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5413.0,GERALD C. ADAMS,,C,136.0
11351.0,17,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5414.0,BRIAN O'NEAL,,C,265.0
11351.0,19,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5415.0,KATHERINE H. SMITH,,C,274.0
11351.0,20,"November 6, 2012 Presidential General Election Statement of Votes",1513.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Full Term",5416.0,"THOMAS ""HOAGY"" HOLGUIN",,C,211.0
11351.0,22,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5417.0,ANNEMARIE RANDLE-TREJO,,C,242.0
11351.0,26,"November 6, 2012 Presidential General Election Statement of Votes",1514.0,,"ANAHEIM UNION HIGH SCHOOL DISTRICT Governing Board Member, Short Term",5418.0,VERNON F. BECKETT,,C,167.0
